
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> 0							// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
<Category> Vegetables							// Category Name
CaninaBerry,			    *,		10,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
SambucusBerry,	  		*,		10,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
					MSFC_MTV_Black,															*,		10000,	4000
					MSFC_MTV_Desert,														*,		10000,	4000
					MSFC_6B23_Green,														*,		6000,		2500
					MSFC_6B23_Flora,														*,		6000,		2500
					MSFC_6B23_EMR,															*,		6000,		2500
					MSFC_6B23_TTSKO,														*,		6000,		2500
					MSFC_Defender_Vest_MulticamBlack,						*,		6000,		2500
					MSFC_Defender_Vest_MulticamTropic,					*,		6000,		2500
					MSFC_Defender_Vest_Green,										*,		6000,		2500
					MSFC_Defender_Vest_Black,										*,		6000,		2500
					MSFC_Defender_Vest_Desert,									*,		6000,		2500
					MSFC_Defender_Vest_EMR,											*,		6000,		2500
					MSFC_Defender_Vest_SURPATDesert,						*,		6000,		1550
					MSFC_Defender_Vest_SURPAT,									*,		3000,		1550
					MSFC_Defender_Vest_ATACSAU,									*,		6000,		1500
					MSFC_Defender_Vest_ATACSAU,									*,		6000,		1500
					MSFCRussianMilitaryPlateVest,								*,		25000,	4500
					MSFCFlecktarnPlateVest,											*,		25000,	4500
					MSFCBlackTekStoPlateVest,										*,		25000,	4500
					MSFCDigitalNavyPlateVest,										*,		25000,	4500
					MSFCUmbrellaPlateVest,											*,		25000,	4500
					MSFCRMRPlateVest,														*,		25000,	4500
					MSFCACUPlateVest,														*,		25000,	4500
					MSFCRMRAutumnPlateVest,											*,		25000,	4500
					MSFCKryptekBansheePlateVest,								*,		25000,	4500
					MSFCKryptekTyphonPlateVest,									*,		25000,	4500
					MSFCKryptekMandrakePlateVest,								*,		25000,	4500
					MSFCKryptekRaidPlateVest,										*,		25000,	4500
					MSFCKryptekWraithPlateVest,									*,		25000,	4500
					MSFCKryptekNeptunePlateVest,								*,		25000,	4500
					MSFCProjectHonorPlateVest,									*,		25000,	4500
					MSFCAOR2PlateVest,													*,		25000,	4500
					MSFC_Pantera_PlateVest,											*,		25000,	4500
					MSFC_PanteraAutumn_PlateVest,								*,		25000,	4500
					MSFCSTALKERDolgPlateVest,										*,		25000,	4500
					MSFCSTALKERClearSkyPlateVest,								*,		25000,	4500
					MSFCSTALKERMercPlateVest,										*,		25000,	4500
					MSFCSTALKERMonolitPlateVest,								*,		25000,	4500
					MSFCSTALKERSvobodaPlateVest,								*,		25000,	4500
					PlateCarrierVest,														*,		25000,	8000
					//MilitaryGear_PlateCarrier_FLT,							*,		25000,	4500
					//MilitaryGear_PlateCarrier_PartizanM,				*,		25000,	4500
					//MilitaryGear_PlateCarrier_Duckhunter,				*,		25000,	4500
					//MilitaryGear_PlateCarrier_Multicam,					*,		25000,	4500
					//MilitaryGear_PlateCarrier_Splinter,					*,		25000,	4500
					//MilitaryGear_PlateCarrier_Splinter_Dark,		*,		25000,	4500
					//MilitaryGear_PlateCarrier_Tiger,						*,		25000,	4500
					//MilitaryGear_PlateCarrier_Woodland,					*,		25000,	4500
					//MilitaryGear_PlateCarrier_DPM,							*,		25000,	4500
					//MilitaryGear_PlateCarrier_MPAT,							*,		25000,	4500
					//MilitaryGear_PlateCarrier_Skol,							*,		25000,	4500
					//MilitaryGear_PlateCarrier_ATACS,						*,		25000,	4500
					//MilitaryGear_PlateCarrier_CADPAT,						*,		25000,	4500
					//MilitaryGear_PlateCarrier_Tropic,						*,		25000,	4500
					//MilitaryGear_PlateCarrier_Yeger,						*,		25000,	4500
					MSFCPlateCarrierVestSURPATDesert,						*,		25000,	4500
					MSFCPlateCarrierVestSURPATDesertLogo,				*,		25000,	4500
					MSFCPlateCarrierVestSURPATMedic,						*,		25000,	4500
					MSFCPlateCarrierVestMulticamBlackMedic,			*,		25000,	4500
					MSFCPlateCarrierVestMulticamTropicMedic,		*,		25000,	4500
					MSFCPlateCarrierVestMulticamMedic,					*,		25000,	4500
					MSFCPlateCarrierVestATACSAUMedic,						*,		25000,	4500
					MSFCPlateCarrierVestATACSAUMedic,						*,		25000,	4500
					MSFCPlateCarrierVestSURPATDesertMedic,			*,		25000,	4500
					MSFCPlateCarrierVestSURPAT,									*,		25000,	4500
					MSFCPlateCarrierVestSURPATLogo,							*,		25000,	4500
					MSFCPlateCarrierVestMulticamBlack,					*,		25000,	4500
					MSFCPlateCarrierVestMulticamBlackLogo,			*,		25000,	4500
					MSFCPlateCarrierVestMulticamTropic,					*,		25000,	4500
					MSFCPlateCarrierVestMulticamTropicLogo,			*,		25000,	4500
					MSFCPlateCarrierVestMulticam,								*,		25000,	4500
					MSFCPlateCarrierVestMulticamLogo,						*,		25000,	4500
					MSFCPlateCarrierVestATACSAU,							  *,		25000,	4500
					MSFCPlateCarrierVestATACSAULogo,						*,		25000,	4500
					MSFCPlateCarrierVestATACSAU,								*,		25000,	4500
					MSFCPlateCarrierVestATACSAULogo,						*,		25000,	4500

				<Category> Куртки
					LabCoat,																		*,		100,		50
					TrackSuitJacket_Red,												*,		150,		50
					TrackSuitJacket_LightBlue,									*,		150,		50
					TrackSuitJacket_Blue,												*,		150,		50
					TrackSuitJacket_Black,											*,		150,		50
					TrackSuitJacket_Green,											*,		150,		50
					DenimJacket,																*,		180,		50
					ManSuit_Blue,																*,		180,		50
					ManSuit_White,															*,		180,		50
					ManSuit_LightGrey,													*,		180,		50
					ManSuit_DarkGrey,														*,		180,		50
					ManSuit_Beige,															*,		180,		50
					ManSuit_Brown,															*,		180,		50
					ManSuit_Black,															*,		180,		50
					ManSuit_Khaki,															*,		180,		50
					WomanSuit_Blue,															*,		180,		50
					WomanSuit_White,														*,		180,		50
					WomanSuit_LightGrey,												*,		180,		50
					WomanSuit_DarkGrey,													*,		180,		100
					WomanSuit_Beige,														*,		180,		100
					WomanSuit_Brown,														*,		180,		100
					WomanSuit_Black,														*,		180,		100
					WomanSuit_Khaki,														*,		180,		100
					WoolCoat_Red,																*,		180,		100
					WoolCoat_RedCheck,													*,		180,		100
					WoolCoat_Blue,															*,		180,		100
					WoolCoat_BlueCheck,													*,		180,		100
					WoolCoat_GreyCheck,													*,		180,		100
					WoolCoat_BrownCheck,												*,		180,		100
					WoolCoat_Beige,															*,		180,		100
					WoolCoat_Black,															*,		190,		100
					WoolCoat_BlackCheck,												*,		190,		100
					WoolCoat_Green,															*,		200,		100
					RidersJacket_Black,													*,		200,		100
					FirefighterJacket_Beige,										*,		240,		100
					FirefighterJacket_Black,										*,		240,		100
					JumpsuitJacket_Red,													*,		260,		100
					JumpsuitJacket_Blue,												*,		260,		100
					JumpsuitJacket_Gray,												*,		260,		100
					JumpsuitJacket_Green,												*,		260,		100
					BomberJacket_Maroon,												*,		260,		100
					BomberJacket_SkyBlue,												*,		260,		100
					BomberJacket_Blue,													*,		260,		100
					BomberJacket_Grey,													*,		260,		100
					BomberJacket_Brown,													*,		260,		100
					BomberJacket_Black,													*,		280,		100
					BomberJacket_Olive,													*,		300,		100
					QuiltedJacket_Orange,												*,		260,		100
					QuiltedJacket_Yellow,												*,		260,		100
					QuiltedJacket_Red,													*,		260,		100
					QuiltedJacket_Violet,												*,		260,		100
					QuiltedJacket_Blue,													*,		260,		100
					QuiltedJacket_Grey,													*,		260,		100
					QuiltedJacket_Black,												*,		280,		100
					QuiltedJacket_Green,											  *,		300,		100
					PrisonUniformJacket,												*,		280,		100
					PoliceJacketOrel,														*,		320,		100
					PoliceJacket,																*,		340,		100
					ParamedicJacket_Crimson,										*,		360,		100
					ParamedicJacket_Blue,												*,		360,		100
					ParamedicJacket_Green,											*,		360,		100
					HikingJacket_Red,														*,		360,		100
					HikingJacket_Blue,													*,		380,		100
					HikingJacket_Black,													*,		380,		100
					HikingJacket_Green,													*,		400,		100
					Raincoat_Pink,															*,		700,		200
					Raincoat_Orange,														*,		700,		200
					Raincoat_Yellow,														*,		700,		200
					Raincoat_Red,																*,		700,		200
					Raincoat_Blue,															*,		700,		200
					Raincoat_Black,															*,		800,		300
					Raincoat_Green,															*,		900,		400
					FP4_VKPO_Demi,                       			  *,		700,	250
					FP4_VKPO_Demi_RHBZ,                  			  *,		700,	250
					FP4_VKPO_Demi_VDV,                    			*,		700,	250
					FP4_VKPO_LETO_Tors_RHBZ,              			*,		700,	250
					FP4_VKPO_LETO_Tors_RTV,               			*,		700,	250
					M65Jacket_LES,                      			  *,		700,	250
					GorkaJacket_LES,                     				 *,		700,	250
					TTsKOJacket_Camo,														*,		1000,		400
					BDUJacket,																	*,		1000,		25
					HuntingJacket_Winter,												*,		2100,		1050
					HuntingJacket_Brown,												*,		2100,		1050
					HuntingJacket_Autumn,												*,		2100,		1050
					HuntingJacket_Spring,												*,		2100,		1050
					HuntingJacket_Summer,												*,		2100,		1050
					GorkaEJacket_Autumn,												*,		1400,		450
					GorkaEJacket_Flat,													*,		1400,		450
					GorkaEJacket_PautRev,												*,		1400,		450
					GorkaEJacket_Summer,												*,		1400,		450
					USMCJacket_Desert,													*,		1400,		450
					USMCJacket_Woodland,												*,		1550,		550
					Msp_SantaJacket,														*,		1600,		200
					MSFCRussianMilitaryJacket,									*,		1600,		650
					MSFCRussianMilitaryJacketEmblem,						*,		1600,		650
					MSFCJacketMercer,														*,		1600,		650
					MSFCRussianMilitaryJacketTwo,								*,		1600,		650
					MSFCRBGJacket,															*,		1600,		650
					MSFCOFPResistanceJacket,										*,		1600,		650
					MSFCUSMCJacketWhite,												*,		1600,		650
					MSFCBlackCamoJacket,												*,		1600,		650
					MSFCCSATJacket,															*,		1600,		650
					MSFCUSMCSurpatJacketComander,								*,		1600,		650
					MSFCUSMCSurpatJacket,												*,		1600,		650
					MSFCTUmbrellaJacket,												*,		1600,		650
					MSFCFlecktarnJacket,												*,		1600,		650
					MSFCDigitalNavyJacket,											*,		1600,		650
					MSFCBlackTekStoJacket,											*,		1600,		650
					MSFCRussianMilitaryGorkaJacket,							*,		1600,		650
					MSFCRussianMilitaryGorkaJacketFlag,					*,		1600,		650
					MSFCRMRPCU5Jacket,													*,		1600,		650
					MSFCACUPCU5Jacket,													*,		1600,		650
					MSFCACUJacket,															*,		1600,		650
					MSFCRMRJacket,															*,		1600,		650
					MSFCDigitalNavyJacketNoPatch,								*,		1600,		650
					MSFCFlecktarnJacketNoPatch,									*,		1600,		650
					MSFCRMRPCU5JacketNoPatch,										*,		1600,		650
					MSFCACUPCU5JacketNoPatch,										*,		1600,		650
					MSFCCadpatJacket,														*,		1600,		650
					MSFCCadpatJacketM65,												*,		1600,		930
					MSFCM65MulticamTropic,											*,		1600,		930
					MSFCM65MulticamBlack,												*,		1600,		930
					MSFCM65Multicam,														*,		1600,		930
					MSFCM65SURPATDesert,												*,		1600,		930
					MSFCM65SURPAT,															*,		1600,		930
					MSFCM65ATACSAU,															*,		1600,		930
					M65Jacket_Tan,															*,		1600,		930
					M65Jacket_Black,														*,		1600,		930
					M65Jacket_Khaki,														*,		1600,		930
					M65Jacket_Olive,														*,		1600,		800
					MSFCRMRAutumnPCU5Jacket,										*,		1600,		650
					MSFCRMRAutumnPCU5JacketNoPatch,							*,		1600,		650
					MSFCRMRAutumnJacket,												*,		1600,		650
					MSFCRussianMilitaryPCU5Jacket,							*,		1600,		650
					MSFCRussianMilitaryPCU5JacketNoPatch,				*,		1600,		650
					MSFCKryptekBansheePCU5Jacket,								*,		1600,		650
					MSFCKryptekTyphonPCU5Jacket,								*,		1600,		650
					MSFCKryptekMandrakePCU5Jacket,							*,		1600,		650
					MSFCKryptekNeptunePCU5Jacket,								*,		1600,		650
					MSFCKryptekRaidPCU5Jacket,									*,		1600,		650
					MSFCKryptekWraithPCU5Jacket,								*,		1600,		650
					MSFCGorkaJacketDesert,											*,		1600,		650
					MSFCGorkaJacketGreen,												*,		1600,		650
					MSFCGorkaJacketNavy,												*,		1600,		650
					MSFCProjectHonorPCU5Jacket,									*,		1600,		650
					MSFCAOR2PCU5Jacket,													*,		1600,		650
					MSFC_TacGopJacket_EMR,											*,		1600,		650
					MSFC_Pantera_JacketNoPatch,									*,		1600,		650
					MSFC_PanteraAutumn_Jacket,									*,		1600,		650
					MSFC_PanteraAutumn_JacketNoPatch,						*,		1600,		650
					MSFCSTALKERJacket,													*,		1600,		650
					MSFCSTALKERDolgJacket,											*,		1600,		650
					MSFCSTALKERSvobodaJacket,										*,		1600,		650
					MSFCSTALKERMercJacket,											*,		1600,		650
					MSFCSTALKERMonolitJacket,										*,		1600,		650
					MSFCSTALKERClearSkyJacket,									*,		1600,		650
					MSFCSTALKERBanditJacket,										*,		1600,		650
					MSFCSTALKERMilitaryJacket,									*,		1600,		650
					MSFCSTALKERBanditJacketNoPatch,							*,		1600,		650
					MSFCSTALKERClearSkyJacketNoPatch,						*,		1600,		650
					MSFCSTALKERDolgJacketNoPatch,								*,		1600,		650
					MSFCSTALKERMercJacketNoPatch,								*,		1600,		650
					MSFCSTALKERMonolitJacketNoPatch,						*,		1600,		650
					MSFCSTALKERJacketNoPatch,										*,		1600,		650
					MSFCSTALKERSvobodaJacketNoPatch,						*,		1600,		650
					MSFCSTALKERJacket_Green,										*,		1600,		650
					MSFC_TacGopJacket_ATACSFG,									*,		1680,		710
					MSFC_TacGopJacket_Multicam,									*,		1680,		710
					MSFCGorkaJMulticamBlack,										*,		1300,		450
					MSFCGorkaJMulticamBlackNoPatch,							*,		1300,		450
					MSFCGorkaJMulticamTropic,										*,		1300,		450
					MSFCGorkaJMulticamTropicNoPatch,				    *,		1300,		450
					MSFCGorkaJMulticam,													*,		1300,		450
					MSFCGorkaJMulticamNoPatch,									*,		1300,		450
					MSFCGorkaJSURPATDesert,											*,		1300,		450
					MSFCGorkaJSURPATDesertNoPatch,							*,		1300,		450
					MSFCGorkaJSURPAT,														*,		1300,		450
					MSFCGorkaJSURPATNoPatch,										*,		1300,		450
					MSFCGorkaJATACSAU,													*,		1300,		450
					MSFCGorkaJATACSAUNoPatch,										*,		1300,		450

				<Category> Юбки и платья
					Skirt_Yellow,																*,		300,		100
					Skirt_Red,																	*,		300,		100
					Skirt_Blue,																	*,		300,		100
					Skirt_White,																*,		300,		100
					MiniDress_Pink,															*,		350,		100
					MiniDress_PinkChecker,											*,		350,		100
					MiniDress_RedChecker,												*,		350,		100
					MiniDress_BlueChecker,											*,		350,		100
					MiniDress_BlueWithDots,											*,		350,		100
					MiniDress_WhiteChecker,											*,		350,		100
					MiniDress_BrownChecker,											*,		350,		100
					MiniDress_GreenChecker,											*,		350,		100
					NurseDress_Blue,														*,		400,		100
					NurseDress_White,														*,		400,		100

				<Category> Pants
				CargoPants_LES,                       				*,		500,		250
				GorkaPants_LES,                       				*,		700,		500
				FP4_VKPO_Demi_Pants,                 					*,		500,		250
				FP4_VKPO_LETO_Pants,                  				*,		500,		250
					MedicalScrubsPants_Blue,										*,		350,		150
					MedicalScrubsPants_White,										*,		350,		150
					MedicalScrubsPants_Green,										*,		400,		200
					TrackSuitPants_Red,													*,		150,		50
					TrackSuitPants_LightBlue,										*,		150,		50
					TrackSuitPants_Blue,												*,		150,		50
					TrackSuitPants_Black,												*,		150,		50
					TrackSuitPants_Green,												*,		150,		50
					PrisonUniformPants,													*,		170,		50
					Breeches_Pink,															*,		200,		50
					Breeches_Red,																*,		200,		50
					Breeches_Blue,															*,		200,		50
					Breeches_White,															*,		200,		50
					Breeches_Beige,															*,		210,		50
					Breeches_Browncheck,												*,		210,		50
					Breeches_Black,															*,		220,		50
					Breeches_Blackcheck,												*,		220,		50
					Breeches_Green,															*,		240,		60
					SlacksPants_Blue,														*,		200,		50
					SlacksPants_White,													*,		200,		50
					SlacksPants_LightGrey,											*,		200,		50
					SlacksPants_DarkGrey,												*,		200,		50
					SlacksPants_Beige,													*,		200,		50
					SlacksPants_Brown,													*,		210,		50
					SlacksPants_Black,													*,		220,		50
					SlacksPants_Khaki,													*,		240,		60
					CanvasPantsMidi_Red,												*,		240,		60
					CanvasPantsMidi_Violet,											*,		240,		60
					CanvasPantsMidi_Blue,												*,		240,		60
					CanvasPantsMidi_Grey,												*,		240,		60
					CanvasPantsMidi_Beige,											*,		250,		60
					CanvasPants_Red,														*,		260,		60
					CanvasPants_Violet,													*,		260,		60
					CanvasPants_Blue,														*,		260,		60
					CanvasPants_Grey,														*,		260,		60
					CanvasPants_Beige,													*,		280,		60
					JumpsuitPants_Red,													*,		280,		60
					JumpsuitPants_Blue,													*,		280,		60
					JumpsuitPants_Grey,													*,		280,		60
					JumpsuitPants_Green,												*,		280,		60
					PolicePants,																*,		280,		60
					ParamedicPants_Crimson,											*,		350,		80
					ParamedicPants_Blue,												*,		350,		80
					ParamedicPants_Green,												*,		350,		80
					FirefightersPants_Beige,										*,		350,		80
					FirefightersPants_Black,										*,		350,		80
					CargoPants_Blue,														*,		350,		80
					CargoPants_Grey,														*,		350,		80
					CargoPants_Beige,														*,		350,		80
					CargoPants_Black,														*,		350,		80
					CargoPants_Green,														*,		350,		80
					ShortJeans_Red,															*,		380,		80
					ShortJeans_Blue,														*,		380,		80
					ShortJeans_Darkblue,												*,		380,		80
